ID_ATIV_ECON_ESTABELECIMENTO;LATITUDE;LONGITUDE
30099;-19.8630917;-43.9597997
29436;-19.9223318;-43.9589173
29160;-19.9141676;-43.9376429
29836;-19.9116551;-43.9209385
29840;-19.9386622;-44.0055718
29187;-19.9227465;-43.9237406
29537;-19.8683826;-44.0004485
29544;-19.9162948;-43.9182816
29556;-19.8809841;-43.9283326
30250;-19.8463158;-43.9737447
29596;-19.9472821;-43.9259077
33094;-19.8599963;-43.9198854
33426;-19.8483238;-43.8951409
33733;-19.9202497;-43.9210977
33740;-19.8710362;-43.9071128
34063;-19.8937008;-43.9362949
34066;-19.9285176;-43.9067028
33119;-19.8700667;-43.9934981
33750;-19.9320112;-43.9463228
33767;-19.869;-43.9915976
34149;-19.8258515;-44.0014206
34160;-19.9804115;-44.0135109
33127;-19.8271418;-43.9681457
33783;-19.9142953;-43.9886957
34231;-19.9412435;-43.9164683
33172;-19.9139841;-43.9197623
33180;-19.9475492;-43.9312652
33182;-19.8466261;-43.9668874
33813;-19.83766;-43.9462359
33199;-19.9114155;-43.905653
33838;-19.9902871;-44.0364495
34194;-19.9325077;-43.9266528
34200;-19.9125501;-43.9482191
33208;-19.8928919;-43.9690395
33250;-19.9954179;-44.0194109
33577;-19.894145;-43.9032383
33872;-19.9340983;-43.9441535
33884;-19.840513;-43.966263
33586;-19.9186127;-43.9513912
33911;-19.9318539;-43.9244648
34211;-19.9254087;-44.0092971
33278;-19.849819;-43.9286725
34291;-19.87944;-43.9593801
33295;-19.8857664;-43.9210642
33302;-19.9149895;-43.9127511
33307;-19.9117851;-43.9023619
34095;-20.0029578;-44.0355291
33327;-19.8135817;-43.9595068
33656;-19.9357962;-43.9486549
33661;-19.9094205;-43.9158068
34121;-19.902063;-43.8996038
33333;-19.8075614;-43.9393238
33988;-19.9014135;-43.9863369
33699;-19.8982861;-44.0135905
33998;-19.9084211;-43.8921179
34005;-19.9428826;-43.9294365
34016;-19.8851755;-44.0057423
33053;-19.8709788;-44.0036654
33394;-19.9217543;-43.9447993
33714;-19.8774274;-44.0123351
34028;-19.8152539;-43.9696626
33415;-19.9470184;-43.9420964
32559;-19.9520399;-43.999855
32237;-19.8510558;-43.8989848
32241;-19.8926963;-43.8984015
32592;-19.9014234;-43.9250057
32272;-19.9083269;-43.9145881
32273;-19.9017691;-43.9211809
32638;-19.8944486;-43.9033744
32659;-19.8941903;-44.0094195
31986;-19.8017154;-43.9714434
31992;-19.9121372;-43.9210181
33010;-19.9246402;-43.9122142
33011;-19.843663;-43.9299691
33015;-19.8743441;-43.9261621
32377;-19.8919994;-43.9975792
32379;-19.9233531;-43.939773
32048;-19.8976009;-44.0058981
32397;-19.9321675;-43.9370587
32400;-19.862481;-43.9357338
32738;-19.9757611;-44.0143761
32065;-19.926068;-43.9927572
32073;-19.8774471;-43.9142761
32476;-19.805963;-43.9401144
32820;-19.9249354;-43.9443599
32159;-19.8984124;-43.8935395
32850;-19.9260875;-43.9261851
31846;-19.9209687;-43.976747
32178;-19.927225;-43.918735
35731;-19.8611551;-43.9150166
36048;-19.8207331;-43.9810747
36379;-19.8625598;-43.881383
35732;-19.8625679;-43.915303
35738;-19.892137;-43.8977211
36396;-19.9467251;-43.9460349
36778;-19.921523;-43.9073018
35758;-20.0005606;-44.0335289
35765;-19.825559;-44.0006506
36811;-19.8671545;-43.9258165
36109;-19.9143435;-43.9115887
36137;-19.9095563;-43.9722245
36143;-19.8677692;-43.8988818
36152;-19.8948487;-43.898423
36480;-19.921095;-43.9869816
36827;-19.9156666;-44.0041302
35846;-19.925852;-43.9335244
35847;-19.8630917;-43.9597997
35848;-19.8630917;-43.9597997
35849;-19.8630917;-43.9597997
35855;-19.9009859;-43.9156899
36888;-19.9429289;-43.9263302
36894;-19.9199539;-44.0208902
35862;-19.9643945;-44.0006442
36207;-19.8343958;-43.9494958
36516;-19.9009859;-43.9156899
36231;-19.8985471;-43.9489389
36233;-19.8592146;-43.8750605
36242;-19.8570358;-43.9587663
36547;-19.8707202;-44.0083552
36725;-19.9189196;-43.9411104
36726;-19.9087177;-43.9637057
36590;-19.9429289;-43.9263302
36750;-19.9470193;-44.0009284
36617;-19.8008324;-43.9375687
36624;-19.9017691;-43.9211809
35686;-19.920504;-43.9019031
36013;-19.8939544;-43.8964982
36019;-19.9087177;-43.9637057
36347;-19.9525796;-43.9453908
35705;-19.9165643;-43.9135717
36042;-19.8534519;-43.8861517
34840;-19.9516028;-43.9478313
34843;-19.8651483;-43.9192408
34503;-19.9354207;-43.9369552
34859;-19.9306398;-43.939059
35192;-19.9264701;-43.9226777
34533;-19.9469379;-43.9488773
35580;-19.9260191;-43.9371484
34583;-19.913451;-43.9646148
35624;-19.9129474;-43.9681989
35307;-19.9174447;-43.9776856
35593;-19.8321494;-43.9639974
35000;-19.925814;-43.9404836
35370;-19.9040958;-43.9971808
34704;-19.9994004;-44.0096706
34713;-19.9107525;-43.9421664
35082;-19.9786594;-44.0113777
34735;-19.921095;-43.9869816
35423;-19.8814446;-43.9224236
35111;-19.8604524;-43.9045219
35456;-19.9304595;-43.9471758
34459;-19.9637454;-43.9455997
34783;-19.9200215;-43.9751073
35139;-19.9425797;-43.9850542
34797;-19.9340223;-43.9718201
35156;-19.8853159;-43.9602858
35159;-19.8372779;-43.9394636
39314;-19.928111;-43.9596885
38705;-19.922634;-44.0105622
38386;-19.983661;-44.009094
38393;-19.9377855;-43.9378839
38394;-19.9354207;-43.9369552
38409;-19.9858404;-44.0546388
39055;-19.9274167;-43.9771468
38762;-19.8899927;-43.9511024
38774;-19.8159208;-43.9539137
38780;-19.871219;-44.0088904
39113;-19.9409577;-43.9418836
39118;-19.9649779;-43.9701258
39119;-19.9007274;-43.9697515
39520;-19.9901425;-43.9622565
39527;-19.9642479;-43.9835952
38494;-19.9186817;-43.8785493
38498;-19.8574174;-43.9285862
39593;-19.9895459;-44.0430766
38839;-19.9179127;-43.9728035
38527;-19.8931966;-43.9091749
38532;-19.9522629;-43.9271345
38538;-19.8978001;-43.897992
38861;-19.9314075;-43.9347667
38873;-19.8585215;-43.9502546
38547;-20.0017228;-44.0329775
38884;-19.9177559;-43.91091
38892;-19.8591463;-43.9658273
38895;-19.8864042;-43.9129226
38921;-19.847178;-43.9375241
39363;-19.9554895;-43.988488
38596;-19.9294049;-43.9754197
39392;-19.9928462;-44.0271972
39271;-19.9090234;-43.981921
38638;-19.8530076;-43.9558805
38658;-19.7937604;-43.9854096
37789;-19.855913;-43.9185804
37826;-19.9261022;-43.9183799
37830;-19.9201706;-43.9973468
37837;-19.9294049;-43.9754197
37531;-20.021924;-44.0317805
37208;-19.8805876;-43.9838016
37539;-19.9223508;-43.9664784
37554;-19.8460286;-43.9765992
37880;-20.0007799;-44.0267207
37565;-19.8997003;-43.9252531
37903;-19.8681323;-43.9834976
37237;-19.8700667;-43.9934981
37916;-19.802365;-43.9850728
37933;-19.9825345;-44.0313563
37988;-19.8290936;-43.974145
37316;-19.9255872;-43.9106579
37663;-19.9377239;-43.9352272
37667;-19.9110463;-43.9506932
